Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Support Vector Classifier,0.7461283185840708,status,20240107150315.0,Support Vector Classifier_20240107150315,,
Linear SVC,0.9043141592920354,status,20240107150315.0,Linear SVC_20240107150315,,
NuSVC,0.8877212389380531,status,20240107150315.0,NuSVC_20240107150315,,
K-Nearest Neighbors,0.9297566371681416,status,20240107150315.0,K-Nearest Neighbors_20240107150315,,
Multi-layer Perceptron,0.9253318584070797,status,20240107150315.0,Multi-layer Perceptron_20240107150315,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107150315.0,Gaussian Naive Bayes_20240107150315,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107150315.0,Linear Discriminant Analysis_20240107150315,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107150315.0,Quadratic Discriminant Analysis_20240107150315,,
Voting Classifier,0.9352876106194692,status,20240107150315.0,Voting Classifier_20240107150315,,
Bagging Classifier,0.952433628318584,status,20240107150315.0,Bagging Classifier_20240107150315,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107150315.0,HistGradient Boosting Classifier_20240107150315,,
Logistic Regression,0.9231194690265486,status,20240107151047.0,Logistic Regression_20240107151047,,
Ridge Classifier,0.9026548672566372,status,20240107151047.0,Ridge Classifier_20240107151047,,
SGD Classifier,0.8279867256637168,status,20240107151047.0,SGD Classifier_20240107151047,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107151047.0,Passive Aggressive Classifier_20240107151047,,
Decision Tree Classifier,0.9540929203539824,status,20240107151047.0,Decision Tree Classifier_20240107151047,,
Random Forest Classifier,0.9540929203539824,status,20240107151047.0,Random Forest Classifier_20240107151047,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107151047.0,Gradient Boosting Classifier_20240107151047,,
AdaBoost Classifier,0.9314159292035398,status,20240107151047.0,AdaBoost Classifier_20240107151047,,
Extra Trees Classifier,0.9540929203539824,status,20240107151047.0,Extra Trees Classifier_20240107151047,,
Support Vector Classifier,0.7461283185840708,status,20240107151047.0,Support Vector Classifier_20240107151047,,
Linear SVC,0.9015486725663716,status,20240107151047.0,Linear SVC_20240107151047,,
NuSVC,0.8877212389380531,status,20240107151047.0,NuSVC_20240107151047,,
K-Nearest Neighbors,0.9297566371681416,status,20240107151047.0,K-Nearest Neighbors_20240107151047,,
Multi-layer Perceptron,0.9203539823008848,status,20240107151047.0,Multi-layer Perceptron_20240107151047,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107151047.0,Gaussian Naive Bayes_20240107151047,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107151047.0,Linear Discriminant Analysis_20240107151047,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107151047.0,Quadratic Discriminant Analysis_20240107151047,,
Voting Classifier,0.9352876106194692,status,20240107151047.0,Voting Classifier_20240107151047,,
Bagging Classifier,0.952433628318584,status,20240107151047.0,Bagging Classifier_20240107151047,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107151047.0,HistGradient Boosting Classifier_20240107151047,,
Logistic Regression,0.9231194690265486,status,20240107151355.0,Logistic Regression_20240107151355,,
Ridge Classifier,0.9026548672566372,status,20240107151355.0,Ridge Classifier_20240107151355,,
SGD Classifier,0.8993362831858407,status,20240107151355.0,SGD Classifier_20240107151355,,
Passive Aggressive Classifier,0.9214601769911503,status,20240107151355.0,Passive Aggressive Classifier_20240107151355,,
Decision Tree Classifier,0.9540929203539824,status,20240107151355.0,Decision Tree Classifier_20240107151355,,
Random Forest Classifier,0.9540929203539824,status,20240107151355.0,Random Forest Classifier_20240107151355,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107151355.0,Gradient Boosting Classifier_20240107151355,,
AdaBoost Classifier,0.9314159292035398,status,20240107151355.0,AdaBoost Classifier_20240107151355,,
Extra Trees Classifier,0.9540929203539824,status,20240107151355.0,Extra Trees Classifier_20240107151355,,
Support Vector Classifier,0.7461283185840708,status,20240107151355.0,Support Vector Classifier_20240107151355,,
Linear SVC,0.924225663716814,status,20240107151355.0,Linear SVC_20240107151355,,
NuSVC,0.8877212389380531,status,20240107151355.0,NuSVC_20240107151355,,
K-Nearest Neighbors,0.9297566371681416,status,20240107151355.0,K-Nearest Neighbors_20240107151355,,
Multi-layer Perceptron,0.9247787610619468,status,20240107151355.0,Multi-layer Perceptron_20240107151355,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107151355.0,Gaussian Naive Bayes_20240107151355,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107151355.0,Linear Discriminant Analysis_20240107151355,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107151355.0,Quadratic Discriminant Analysis_20240107151355,,
Voting Classifier,0.9352876106194692,status,20240107151355.0,Voting Classifier_20240107151355,,
Bagging Classifier,0.952433628318584,status,20240107151355.0,Bagging Classifier_20240107151355,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107151355.0,HistGradient Boosting Classifier_20240107151355,,
Logistic Regression,0.9231194690265486,status,20240107151725.0,Logistic Regression_20240107151725,,
Ridge Classifier,0.9026548672566372,status,20240107151725.0,Ridge Classifier_20240107151725,,
SGD Classifier,0.9004424778761062,status,20240107151725.0,SGD Classifier_20240107151725,,
Passive Aggressive Classifier,0.8910398230088495,status,20240107151725.0,Passive Aggressive Classifier_20240107151725,,
Decision Tree Classifier,0.9540929203539824,status,20240107151725.0,Decision Tree Classifier_20240107151725,,
Random Forest Classifier,0.9540929203539824,status,20240107151725.0,Random Forest Classifier_20240107151725,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107151725.0,Gradient Boosting Classifier_20240107151725,,
AdaBoost Classifier,0.9314159292035398,status,20240107151725.0,AdaBoost Classifier_20240107151725,,
Extra Trees Classifier,0.9540929203539824,status,20240107151725.0,Extra Trees Classifier_20240107151725,,
Support Vector Classifier,0.7461283185840708,status,20240107151725.0,Support Vector Classifier_20240107151725,,
Linear SVC,0.9004424778761062,status,20240107151725.0,Linear SVC_20240107151725,,
NuSVC,0.8877212389380531,status,20240107151725.0,NuSVC_20240107151725,,
K-Nearest Neighbors,0.9297566371681416,status,20240107151725.0,K-Nearest Neighbors_20240107151725,,
Multi-layer Perceptron,0.9065265486725664,status,20240107151725.0,Multi-layer Perceptron_20240107151725,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107151725.0,Gaussian Naive Bayes_20240107151725,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107151725.0,Linear Discriminant Analysis_20240107151725,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107151725.0,Quadratic Discriminant Analysis_20240107151725,,
Voting Classifier,0.9352876106194692,status,20240107151725.0,Voting Classifier_20240107151725,,
Bagging Classifier,0.952433628318584,status,20240107151725.0,Bagging Classifier_20240107151725,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107151725.0,HistGradient Boosting Classifier_20240107151725,,
Logistic Regression,0.9231194690265486,status,20240107152426.0,Logistic Regression_20240107152426,,
Ridge Classifier,0.9026548672566372,status,20240107152426.0,Ridge Classifier_20240107152426,,
SGD Classifier,0.8954646017699115,status,20240107152426.0,SGD Classifier_20240107152426,,
Passive Aggressive Classifier,0.9043141592920354,status,20240107152426.0,Passive Aggressive Classifier_20240107152426,,
Decision Tree Classifier,0.9540929203539824,status,20240107152426.0,Decision Tree Classifier_20240107152426,,
Random Forest Classifier,0.9535398230088497,status,20240107152426.0,Random Forest Classifier_20240107152426,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107152426.0,Gradient Boosting Classifier_20240107152426,,
AdaBoost Classifier,0.9314159292035398,status,20240107152426.0,AdaBoost Classifier_20240107152426,,
Extra Trees Classifier,0.9540929203539824,status,20240107152426.0,Extra Trees Classifier_20240107152426,,
Support Vector Classifier,0.7461283185840708,status,20240107152426.0,Support Vector Classifier_20240107152426,,
Linear SVC,0.4889380530973451,status,20240107152426.0,Linear SVC_20240107152426,,
NuSVC,0.8877212389380531,status,20240107152426.0,NuSVC_20240107152426,,
K-Nearest Neighbors,0.9297566371681416,status,20240107152426.0,K-Nearest Neighbors_20240107152426,,
Multi-layer Perceptron,0.9253318584070797,status,20240107152426.0,Multi-layer Perceptron_20240107152426,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107152426.0,Gaussian Naive Bayes_20240107152426,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107152426.0,Linear Discriminant Analysis_20240107152426,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107152426.0,Quadratic Discriminant Analysis_20240107152426,,
Voting Classifier,0.9352876106194692,status,20240107152426.0,Voting Classifier_20240107152426,,
Bagging Classifier,0.952433628318584,status,20240107152426.0,Bagging Classifier_20240107152426,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107152426.0,HistGradient Boosting Classifier_20240107152426,,
Logistic Regression,0.9231194690265486,status,20240107152912.0,Logistic Regression_20240107152912,,
Ridge Classifier,0.9026548672566372,status,20240107152912.0,Ridge Classifier_20240107152912,,
SGD Classifier,0.7638274336283186,status,20240107152912.0,SGD Classifier_20240107152912,,
Passive Aggressive Classifier,0.8838495575221239,status,20240107152912.0,Passive Aggressive Classifier_20240107152912,,
Decision Tree Classifier,0.9540929203539824,status,20240107152912.0,Decision Tree Classifier_20240107152912,,
Random Forest Classifier,0.9540929203539824,status,20240107152912.0,Random Forest Classifier_20240107152912,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107152912.0,Gradient Boosting Classifier_20240107152912,,
AdaBoost Classifier,0.9314159292035398,status,20240107152912.0,AdaBoost Classifier_20240107152912,,
Extra Trees Classifier,0.9540929203539824,status,20240107152912.0,Extra Trees Classifier_20240107152912,,
Support Vector Classifier,0.7461283185840708,status,20240107152912.0,Support Vector Classifier_20240107152912,,
Linear SVC,0.8910398230088495,status,20240107152912.0,Linear SVC_20240107152912,,
NuSVC,0.8877212389380531,status,20240107152912.0,NuSVC_20240107152912,,
K-Nearest Neighbors,0.9297566371681416,status,20240107152912.0,K-Nearest Neighbors_20240107152912,,
Multi-layer Perceptron,0.9231194690265486,status,20240107152912.0,Multi-layer Perceptron_20240107152912,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107152912.0,Gaussian Naive Bayes_20240107152912,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107152912.0,Linear Discriminant Analysis_20240107152912,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107152912.0,Quadratic Discriminant Analysis_20240107152912,,
Voting Classifier,0.9352876106194692,status,20240107152912.0,Voting Classifier_20240107152912,,
Bagging Classifier,0.952433628318584,status,20240107152912.0,Bagging Classifier_20240107152912,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107152912.0,HistGradient Boosting Classifier_20240107152912,,
Logistic Regression,0.9231194690265486,status,20240107153227.0,Logistic Regression_20240107153227,,
Ridge Classifier,0.9026548672566372,status,20240107153227.0,Ridge Classifier_20240107153227,,
SGD Classifier,0.6133849557522124,status,20240107153227.0,SGD Classifier_20240107153227,,
Passive Aggressive Classifier,0.6875,status,20240107153227.0,Passive Aggressive Classifier_20240107153227,,
Decision Tree Classifier,0.9540929203539824,status,20240107153227.0,Decision Tree Classifier_20240107153227,,
Random Forest Classifier,0.9540929203539824,status,20240107153227.0,Random Forest Classifier_20240107153227,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107153227.0,Gradient Boosting Classifier_20240107153227,,
AdaBoost Classifier,0.9314159292035398,status,20240107153227.0,AdaBoost Classifier_20240107153227,,
Extra Trees Classifier,0.9540929203539824,status,20240107153227.0,Extra Trees Classifier_20240107153227,,
Support Vector Classifier,0.7461283185840708,status,20240107153227.0,Support Vector Classifier_20240107153227,,
Linear SVC,0.8987831858407079,status,20240107153227.0,Linear SVC_20240107153227,,
NuSVC,0.8877212389380531,status,20240107153227.0,NuSVC_20240107153227,,
K-Nearest Neighbors,0.9297566371681416,status,20240107153227.0,K-Nearest Neighbors_20240107153227,,
Multi-layer Perceptron,0.9264380530973452,status,20240107153227.0,Multi-layer Perceptron_20240107153227,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107153227.0,Gaussian Naive Bayes_20240107153227,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107153227.0,Linear Discriminant Analysis_20240107153227,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107153227.0,Quadratic Discriminant Analysis_20240107153227,,
Voting Classifier,0.9352876106194692,status,20240107153227.0,Voting Classifier_20240107153227,,
Bagging Classifier,0.952433628318584,status,20240107153227.0,Bagging Classifier_20240107153227,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107153227.0,HistGradient Boosting Classifier_20240107153227,,
Logistic Regression,1.0,status,20240107153549.0,Logistic Regression_20240107153549,,
Ridge Classifier,0.9744334689134224,status,20240107153549.0,Ridge Classifier_20240107153549,,
SGD Classifier,1.0,status,20240107153549.0,SGD Classifier_20240107153549,,
Passive Aggressive Classifier,1.0,status,20240107153549.0,Passive Aggressive Classifier_20240107153549,,
Decision Tree Classifier,1.0,status,20240107153549.0,Decision Tree Classifier_20240107153549,,
Random Forest Classifier,1.0,status,20240107153549.0,Random Forest Classifier_20240107153549,,
Gradient Boosting Classifier,1.0,status,20240107153549.0,Gradient Boosting Classifier_20240107153549,,
AdaBoost Classifier,1.0,status,20240107153549.0,AdaBoost Classifier_20240107153549,,
Extra Trees Classifier,1.0,status,20240107153549.0,Extra Trees Classifier_20240107153549,,
Support Vector Classifier,0.9843114468332363,status,20240107153549.0,Support Vector Classifier_20240107153549,,
Linear SVC,1.0,status,20240107153549.0,Linear SVC_20240107153549,,
NuSVC,0.9285299244625218,status,20240107153549.0,NuSVC_20240107153549,,
K-Nearest Neighbors,0.9941894247530504,status,20240107153549.0,K-Nearest Neighbors_20240107153549,,
Multi-layer Perceptron,1.0,status,20240107153549.0,Multi-layer Perceptron_20240107153549,,
